Sample Number,Parameter Values,Tumor Reduction,Reason For Rejection,Rejection Category
576,"{""drug_diffusion"": 4.605173474023599e-09, ""drug_efficacy"": 0.3106472669940818, ""drug_loading"": 0.5018979024584669, ""np_diffusion"": 1.633711116425149e-09, ""particle_size_nm"": 51.541140536756274, ""release_rate"": 0.18463011448515387, ""tumor_growth_rate"": 0.030041959930917322, ""uptake_rate"": 0.054556767797094015}",-154.239003407,final tumor volume exceeds the initial tumor volume.,Treatment failure
579,"{""drug_diffusion"": 8.095303240455595e-09, ""drug_efficacy"": 0.9524146797655753, ""drug_loading"": 0.6904377749506279, ""np_diffusion"": 5.439181822776592e-09, ""particle_size_nm"": 106.06463260318937, ""release_rate"": 0.020221856734326943, ""tumor_growth_rate"": 0.046400987101219676, ""uptake_rate"": 0.09880166670307118}",-369.291420724,final tumor volume exceeds the initial tumor volume.,Treatment failure
580,"{""drug_diffusion"": 2.4071348421417656e-09, ""drug_efficacy"": 0.7471726366716366, ""drug_loading"": 0.3201220610029908, ""np_diffusion"": 3.5653232660650234e-09, ""particle_size_nm"": 197.69802970911093, ""release_rate"": 0.13357738209622896, ""tumor_growth_rate"": 0.04653053970959745, ""uptake_rate"": 0.011346804568149361}",-7.1344786391,final tumor volume exceeds the initial tumor volume.,Treatment failure
584,"{""drug_diffusion"": 9.809027020048278e-09, ""drug_efficacy"": 0.7390497919448848, ""drug_loading"": 0.43733129701344964, ""np_diffusion"": 1.2599685632965504e-09, ""particle_size_nm"": 144.4764281701757, ""release_rate"": 0.08698883551704503, ""tumor_growth_rate"": 0.049386878892303476, ""uptake_rate"": 0.03245074638203947}",-80.5387707177,final tumor volume exceeds the initial tumor volume.,Treatment failure
586,"{""drug_diffusion"": 4.890821967605121e-09, ""drug_efficacy"": 0.3485125322531331, ""drug_loading"": 0.48955046680234543, ""np_diffusion"": 8.512909446612475e-09, ""particle_size_nm"": 176.2420667972413, ""release_rate"": 0.07792538950061963, ""tumor_growth_rate"": 0.02013310025821801, ""uptake_rate"": 0.03004865314099308}",-5.43218395927,final tumor volume exceeds the initial tumor volume.,Treatment failure
588,"{""drug_diffusion"": 6.3403515120242436e-09, ""drug_efficacy"": 0.3070153675064026, ""drug_loading"": 0.9455591428526928, ""np_diffusion"": 4.049858139530211e-09, ""particle_size_nm"": 192.12430771962534, ""release_rate"": 0.1844972935693998, ""tumor_growth_rate"": 0.025853732433206912, ""uptake_rate"": 0.04872725166810403}",-83.9264064923,final tumor volume exceeds the initial tumor volume.,Treatment failure
591,"{""drug_diffusion"": 3.760135810778371e-09, ""drug_efficacy"": 0.4837525001976559, ""drug_loading"": 0.3750565561245172, ""np_diffusion"": 8.887545782491482e-09, ""particle_size_nm"": 199.64309433115062, ""release_rate"": 0.12861508831283505, ""tumor_growth_rate"": 0.049239219427285305, ""uptake_rate"": 0.028120433232017954}",-322.304712424,final tumor volume exceeds the initial tumor volume.,Treatment failure
592,"{""drug_diffusion"": 7.784743623690725e-10, ""drug_efficacy"": 0.5495973775813127, ""drug_loading"": 0.5632689934891755, ""np_diffusion"": 1.8123703390825985e-09, ""particle_size_nm"": 93.21243921098852, ""release_rate"": 0.022581074311130676, ""tumor_growth_rate"": 0.0436215539216597, ""uptake_rate"": 0.0651449266765283}",-672.292262008,final tumor volume exceeds the initial tumor volume.,Treatment failure
593,"{""drug_diffusion"": 4.140756759053922e-10, ""drug_efficacy"": 0.30728388376607635, ""drug_loading"": 0.41222089005850865, ""np_diffusion"": 8.449150927279333e-09, ""particle_size_nm"": 91.12021562241888, ""release_rate"": 0.037190415490589705, ""tumor_growth_rate"": 0.04220515057823391, ""uptake_rate"": 0.08361465467936269}",-767.038350097,final tumor volume exceeds the initial tumor volume.,Treatment failure
594,"{""drug_diffusion"": 4.766860855927536e-09, ""drug_efficacy"": 0.426120651937275, ""drug_loading"": 0.3010722626837551, ""np_diffusion"": 1.3508064815877966e-09, ""particle_size_nm"": 176.52747223738012, ""release_rate"": 0.021201627897819923, ""tumor_growth_rate"": 0.017222934469313847, ""uptake_rate"": 0.079133620961049}",-72.3521383435,final tumor volume exceeds the initial tumor volume.,Treatment failure
596,"{""drug_diffusion"": 2.789231473247927e-09, ""drug_efficacy"": 0.6170296004803277, ""drug_loading"": 0.7930774941758796, ""np_diffusion"": 9.384924653309577e-09, ""particle_size_nm"": 178.08142642740717, ""release_rate"": 0.09217957610117662, ""tumor_growth_rate"": 0.04627697028379801, ""uptake_rate"": 0.03342618604774369}",-120.504564973,final tumor volume exceeds the initial tumor volume.,Treatment failure
598,"{""drug_diffusion"": 9.954946179183773e-09, ""drug_efficacy"": 0.9971216839499617, ""drug_loading"": 0.5849323771859931, ""np_diffusion"": 6.683722850476791e-10, ""particle_size_nm"": 52.443476367310076, ""release_rate"": 0.017534936488687855, ""tumor_growth_rate"": 0.04753410526638957, ""uptake_rate"": 0.02906331445188861}",-451.731035047,final tumor volume exceeds the initial tumor volume.,Treatment failure
599,"{""drug_diffusion"": 7.57016031680949e-09, ""drug_efficacy"": 0.3649152782184835, ""drug_loading"": 0.3102166434141416, ""np_diffusion"": 6.136318171842331e-09, ""particle_size_nm"": 118.16234959479063, ""release_rate"": 0.17551694777242213, ""tumor_growth_rate"": 0.04163847300158986, ""uptake_rate"": 0.04434147523392685}",-335.451158483,final tumor volume exceeds the initial tumor volume.,Treatment failure
601,"{""drug_diffusion"": 4.518686060170499e-09, ""drug_efficacy"": 0.32568587180960373, ""drug_loading"": 0.9544750546717651, ""np_diffusion"": 4.788543895017156e-10, ""particle_size_nm"": 85.50006938217126, ""release_rate"": 0.16730751959324616, ""tumor_growth_rate"": 0.02605255693591934, ""uptake_rate"": 0.05202820562274945}",-73.6169725239,final tumor volume exceeds the initial tumor volume.,Treatment failure
604,"{""drug_diffusion"": 9.368761577026678e-09, ""drug_efficacy"": 0.38017741679996814, ""drug_loading"": 0.21273718717251427, ""np_diffusion"": 1.7184193349530897e-09, ""particle_size_nm"": 165.72623252673384, ""release_rate"": 0.06044137321433803, ""tumor_growth_rate"": 0.020496231759290124, ""uptake_rate"": 0.04666497395557315}",-14.270781689,final tumor volume exceeds the initial tumor volume.,Treatment failure
605,"{""drug_diffusion"": 9.979947057907406e-09, ""drug_efficacy"": 0.44809716452558823, ""drug_loading"": 0.6485959537962105, ""np_diffusion"": 1.4680222489933267e-09, ""particle_size_nm"": 142.42564697751357, ""release_rate"": 0.08682009234981473, ""tumor_growth_rate"": 0.041335910329975446, ""uptake_rate"": 0.012259897837466779}",-251.333270788,final tumor volume exceeds the initial tumor volume.,Treatment failure
608,"{""drug_diffusion"": 6.923544276921099e-10, ""drug_efficacy"": 0.41313165108488425, ""drug_loading"": 0.3384529250738182, ""np_diffusion"": 1.3730613601042377e-09, ""particle_size_nm"": 171.0183151652991, ""release_rate"": 0.1348234970397642, ""tumor_growth_rate"": 0.04499997973479611, ""uptake_rate"": 0.04644344878467365}",-358.516770827,final tumor volume exceeds the initial tumor volume.,Treatment failure
611,"{""drug_diffusion"": 9.638361281499827e-09, ""drug_efficacy"": 0.48242108182103294, ""drug_loading"": 0.5697028316363204, ""np_diffusion"": 9.38012801337031e-09, ""particle_size_nm"": 26.248974469931163, ""release_rate"": 0.01844456684731024, ""tumor_growth_rate"": 0.01953496130098295, ""uptake_rate"": 0.09530414868874622}",-83.4175503002,final tumor volume exceeds the initial tumor volume.,Treatment failure
613,"{""drug_diffusion"": 3.1696050767005943e-09, ""drug_efficacy"": 0.5795777347332942, ""drug_loading"": 0.6518610122308638, ""np_diffusion"": 6.956488432639817e-09, ""particle_size_nm"": 44.43062501362196, ""release_rate"": 0.016409094143626863, ""tumor_growth_rate"": 0.03260607419142711, ""uptake_rate"": 0.06291081823104426}",-330.618054648,final tumor volume exceeds the initial tumor volume.,Treatment failure
618,"{""drug_diffusion"": 5.8829262365075e-09, ""drug_efficacy"": 0.7697878786538348, ""drug_loading"": 0.2003732198739207, ""np_diffusion"": 2.9659203506440384e-09, ""particle_size_nm"": 22.12671931766075, ""release_rate"": 0.03517562856620605, ""tumor_growth_rate"": 0.028467935428351493, ""uptake_rate"": 0.08717315715061133}",-0.811514589551,final tumor volume exceeds the initial tumor volume.,Treatment failure
620,"{""drug_diffusion"": 4.192690589917247e-09, ""drug_efficacy"": 0.30077254577632945, ""drug_loading"": 0.8894878551346177, ""np_diffusion"": 8.154075687684277e-09, ""particle_size_nm"": 199.00587987324914, ""release_rate"": 0.12825924582507772, ""tumor_growth_rate"": 0.029633889135582306, ""uptake_rate"": 0.04162314950387095}",-163.503312148,final tumor volume exceeds the initial tumor volume.,Treatment failure
621,"{""drug_diffusion"": 5.1940325903065125e-09, ""drug_efficacy"": 0.4231861608605955, ""drug_loading"": 0.5579167752150231, ""np_diffusion"": 1.5209354171052467e-09, ""particle_size_nm"": 20.767971946768224, ""release_rate"": 0.0854822778550182, ""tumor_growth_rate"": 0.03599797861585162, ""uptake_rate"": 0.04131053383869973}",-173.642947923,final tumor volume exceeds the initial tumor volume.,Treatment failure
622,"{""drug_diffusion"": 4.148457053157614e-09, ""drug_efficacy"": 0.4278378217288637, ""drug_loading"": 0.9903779219666462, ""np_diffusion"": 9.472620271435532e-09, ""particle_size_nm"": 39.325066145272956, ""release_rate"": 0.19798353864175372, ""tumor_growth_rate"": 0.03900201695831307, ""uptake_rate"": 0.05845727137859993}",-169.006416133,final tumor volume exceeds the initial tumor volume.,Treatment failure
624,"{""drug_diffusion"": 1.663311415038102e-10, ""drug_efficacy"": 0.5397426628802294, ""drug_loading"": 0.36102224993116216, ""np_diffusion"": 9.502205397270048e-09, ""particle_size_nm"": 127.00454766961404, ""release_rate"": 0.154970698573707, ""tumor_growth_rate"": 0.04432119005982265, ""uptake_rate"": 0.0786663485201659}",-142.325441756,final tumor volume exceeds the initial tumor volume.,Treatment failure
628,"{""drug_diffusion"": 4.069913130690879e-09, ""drug_efficacy"": 0.4189628619214433, ""drug_loading"": 0.7208362875601375, ""np_diffusion"": 3.89500095384978e-09, ""particle_size_nm"": 190.8904193979539, ""release_rate"": 0.011060312118916539, ""tumor_growth_rate"": 0.022946822239478557, ""uptake_rate"": 0.053408572013695595}",-236.832743806,final tumor volume exceeds the initial tumor volume.,Treatment failure
629,"{""drug_diffusion"": 5.456868298014317e-09, ""drug_efficacy"": 0.3313203942342782, ""drug_loading"": 0.9977629211743282, ""np_diffusion"": 1.0522545920751308e-09, ""particle_size_nm"": 191.4637254113527, ""release_rate"": 0.0750696513984949, ""tumor_growth_rate"": 0.03019034646692738, ""uptake_rate"": 0.05638342666671166}",-181.879703451,final tumor volume exceeds the initial tumor volume.,Treatment failure
630,"{""drug_diffusion"": 8.078222644847517e-09, ""drug_efficacy"": 0.7492842566107552, ""drug_loading"": 0.6368762979663531, ""np_diffusion"": 1.8043676739979531e-09, ""particle_size_nm"": 151.0229344113112, ""release_rate"": 0.010591669396984294, ""tumor_growth_rate"": 0.03276518338885867, ""uptake_rate"": 0.09790050389631222}",-336.204487247,final tumor volume exceeds the initial tumor volume.,Treatment failure
632,"{""drug_diffusion"": 7.3231808073367076e-09, ""drug_efficacy"": 0.42598067446563204, ""drug_loading"": 0.2697294330674299, ""np_diffusion"": 5.515658433855819e-09, ""particle_size_nm"": 160.43863028396564, ""release_rate"": 0.026288042677853195, ""tumor_growth_rate"": 0.037654958911836935, ""uptake_rate"": 0.027081727432013168}",-512.836626524,final tumor volume exceeds the initial tumor volume.,Treatment failure
635,"{""drug_diffusion"": 6.96552366018053e-10, ""drug_efficacy"": 0.3250526993385549, ""drug_loading"": 0.3465816543229577, ""np_diffusion"": 7.00820543852029e-09, ""particle_size_nm"": 124.5907177658876, ""release_rate"": 0.19900584022193568, ""tumor_growth_rate"": 0.030167889542654737, ""uptake_rate"": 0.03423570468463742}",-130.521179983,final tumor volume exceeds the initial tumor volume.,Treatment failure
637,"{""drug_diffusion"": 1.4886667222030868e-09, ""drug_efficacy"": 0.6561858503008902, ""drug_loading"": 0.9290184193044821, ""np_diffusion"": 1.4662520778873773e-09, ""particle_size_nm"": 134.20834383423932, ""release_rate"": 0.030565832150332234, ""tumor_growth_rate"": 0.03295858733826518, ""uptake_rate"": 0.0952497655427154}",-155.276264017,final tumor volume exceeds the initial tumor volume.,Treatment failure
638,"{""drug_diffusion"": 8.14125969969691e-10, ""drug_efficacy"": 0.4515370852574965, ""drug_loading"": 0.7428923465031831, ""np_diffusion"": 1.8425054346771379e-09, ""particle_size_nm"": 117.78466939009719, ""release_rate"": 0.14621393886907544, ""tumor_growth_rate"": 0.03715034030983329, ""uptake_rate"": 0.0979679573755886}",-126.623961756,final tumor volume exceeds the initial tumor volume.,Treatment failure
639,"{""drug_diffusion"": 8.746697026742306e-09, ""drug_efficacy"": 0.6963649483318893, ""drug_loading"": 0.8827696746710942, ""np_diffusion"": 3.1735214069551323e-09, ""particle_size_nm"": 175.07674042358644, ""release_rate"": 0.07010727776414222, ""tumor_growth_rate"": 0.048397308450366106, ""uptake_rate"": 0.04758983775797682}",-135.070671611,final tumor volume exceeds the initial tumor volume.,Treatment failure
640,"{""drug_diffusion"": 9.315312925112398e-09, ""drug_efficacy"": 0.3421850741737812, ""drug_loading"": 0.3740395809530148, ""np_diffusion"": 5.6386805217659575e-09, ""particle_size_nm"": 82.15522439025946, ""release_rate"": 0.056758806541790975, ""tumor_growth_rate"": 0.035257092475023594, ""uptake_rate"": 0.03140214692853731}",-327.009964717,final tumor volume exceeds the initial tumor volume.,Treatment failure
642,"{""drug_diffusion"": 4.641543728890787e-09, ""drug_efficacy"": 0.5171459497857226, ""drug_loading"": 0.43775801106003254, ""np_diffusion"": 2.181915418253783e-09, ""particle_size_nm"": 32.94078480822732, ""release_rate"": 0.16481760427583955, ""tumor_growth_rate"": 0.04559785175040523, ""uptake_rate"": 0.07615879634742664}",-196.544669107,final tumor volume exceeds the initial tumor volume.,Treatment failure
645,"{""drug_diffusion"": 7.066797861373591e-09, ""drug_efficacy"": 0.6934163744690451, ""drug_loading"": 0.203669454830756, ""np_diffusion"": 9.506277611099758e-09, ""particle_size_nm"": 24.94634320308527, ""release_rate"": 0.06382214962046145, ""tumor_growth_rate"": 0.0379991443145524, ""uptake_rate"": 0.09876995429870546}",-17.4203499472,final tumor volume exceeds the initial tumor volume.,Treatment failure
646,"{""drug_diffusion"": 4.2134007615487936e-09, ""drug_efficacy"": 0.3086389128786612, ""drug_loading"": 0.6618583754902241, ""np_diffusion"": 7.227719948740988e-09, ""particle_size_nm"": 170.63767693912627, ""release_rate"": 0.06796012424708775, ""tumor_growth_rate"": 0.03903407053427871, ""uptake_rate"": 0.01802027627144543}",-450.795115564,final tumor volume exceeds the initial tumor volume.,Treatment failure
648,"{""drug_diffusion"": 6.1575383465085936e-09, ""drug_efficacy"": 0.6968042650608505, ""drug_loading"": 0.5291080637726806, ""np_diffusion"": 5.750598876035871e-10, ""particle_size_nm"": 28.18968562538317, ""release_rate"": 0.050339957141811734, ""tumor_growth_rate"": 0.04922292064580443, ""uptake_rate"": 0.03266827439694983}",-262.416250561,final tumor volume exceeds the initial tumor volume.,Treatment failure
659,"{""drug_diffusion"": 7.88115411315925e-09, ""drug_efficacy"": 0.5057954901647083, ""drug_loading"": 0.8944078316124366, ""np_diffusion"": 9.840210537000596e-09, ""particle_size_nm"": 82.79468997255395, ""release_rate"": 0.02939450634868955, ""tumor_growth_rate"": 0.04776258428000634, ""uptake_rate"": 0.09376944760941827}",-719.652040044,final tumor volume exceeds the initial tumor volume.,Treatment failure
660,"{""drug_diffusion"": 1.07739110741603e-09, ""drug_efficacy"": 0.39582525347154185, ""drug_loading"": 0.9918457553385485, ""np_diffusion"": 5.848663321296522e-09, ""particle_size_nm"": 26.651605296753814, ""release_rate"": 0.010379253988562303, ""tumor_growth_rate"": 0.047821223603259556, ""uptake_rate"": 0.06964560113489483}",-1159.63049485,final tumor volume exceeds the initial tumor volume.,Treatment failure
661,"{""drug_diffusion"": 1.8778014015068997e-10, ""drug_efficacy"": 0.5759728833368325, ""drug_loading"": 0.2239085076666899, ""np_diffusion"": 4.7538702985521725e-09, ""particle_size_nm"": 129.36545408615504, ""release_rate"": 0.02669308327592035, ""tumor_growth_rate"": 0.04258923059602704, ""uptake_rate"": 0.08771780888860417}",-518.084821665,final tumor volume exceeds the initial tumor volume.,Treatment failure
